,mean,std,nx_dx
687,-0.14702874,0.60548955,4370.0
688,-0.14664617,0.60371363,4380.0
689,-0.14505586,0.60000324,4390.0
690,-0.14183144,0.5953131,4400.0
691,-0.13737604,0.59198284,4410.0
692,-0.13241513,0.5902471,4420.0
693,-0.12752138,0.58822775,4430.0
694,-0.12337742,0.58420527,4440.0
695,-0.120617725,0.5771537,4450.0
696,-0.119523846,0.56542504,4460.0
697,-0.118940465,0.54507583,4470.0
698,-0.11747049,0.5061354,4480.0
699,-0.11632913,0.4470821,4490.0
700,-0.11117146,0.3652765,4500.0
701,-0.056383718,0.15817948,4510.0
